,"GARAGE ZONE,Zone Air Temperature [C]","LIVING ZONE,Zone Air Temperature [C]","RES DS RES AC ASYS RET AIR ZONE,Zone Air Temperature [C]","RES DS RES FUR GAS ASYS RET AIR ZONE,Zone Air Temperature [C]","UNFINISHED ATTIC ZONE,Zone Air Temperature [C]","UNFINISHED BASEMENT ZONE,Zone Air Temperature [C]",UNIT 1:ELECTRICITYHEATING [J],UNIT 1:ELECTRICITYCOOLING [J],UNIT 1:ELECTRICITYINTERIORLIGHTING [J],CENTRAL:ELECTRICITYEXTERIORLIGHTING [J],CENTRAL:ELECTRICITYGARAGELIGHTING [J],UNIT 1:ELECTRICITYINTERIOREQUIPMENT [J],UNIT 1:ELECTRICITYFANSHEATING [J],UNIT 1:ELECTRICITYFANSCOOLING [J],UNIT 1:ELECTRICITYWATERSYSTEMS [J],UNIT 1:NATURALGASHEATING [J],UNIT 1:NATURALGASWATERSYSTEMS [J],Electricity:Facility [J],"Environment,Site Outdoor Air Wetbulb Temperature [C]",Electricity:Facility [J],NaturalGas:Facility [J]
2023-03-27 07:00:00,10.491293102272195,20.0,23.00000002531604,20.019780392837145,3.130135403885175,20.076287897459654,74312.52833908249,0.0,602874.5754524524,133801.2450621511,16634.416857381857,1647772.789856085,698916.1082707278,0.0,0.0,29057316.71266173,2160497.5595751205,3174311.6638378804,14.221816310700511,3174311.663837881,31674958.96726072
2023-03-27 08:00:00,10.657028226272702,20.0,23.00000002531604,19.99550645749316,4.1844517878918035,19.847296547063006,64361.42975757329,0.0,629104.5385623607,139622.69095644198,17358.14971706749,1270054.8212783113,605325.1183117845,0.0,0.0,25166287.439610336,22693191.35987029,2725826.7485835394,15.059513656123777,2725826.7485835394,48360161.084506765
2023-03-27 09:00:00,10.792818462479515,20.0,23.00000002531604,19.97478588628454,5.25727929777782,19.856954844948163,67701.53097560916,0.0,635417.1417543414,141023.70237915195,17532.326033711524,1256075.7553703696,636739.0749717978,0.0,0.0,26472317.27218397,2369326.6113564977,2754489.5314849815,12.958717771375088,2754489.5314849815,29364094.96356774
2023-03-27 10:00:00,10.772899725844004,20.0,23.00000002531604,19.976297200256287,5.873009197568732,19.852343781641213,67511.33652858868,0.0,617510.7842944177,137049.58733064847,17038.256742164245,1518225.562406368,634950.2788468737,0.0,0.0,26397948.38166733,1942392.056465771,2992285.806149061,10.901602903901043,2992285.806149061,36172867.02269525
2023-03-27 11:00:00,10.735073523114986,20.0,23.00000002531604,19.98192197014901,6.350363106333997,19.91224474321109,68401.27100942339,0.0,592702.0115526327,131543.55868642582,16353.737135084793,1001159.5051922387,643320.1938243702,0.0,0.0,26745926.153936625,2225738.727508139,2453480.2774001756,13.114869997505767,2453480.2774001756,29515884.756473176
2023-03-27 12:00:00,10.867063113431492,19.999998356799598,23.00000002531604,19.977292721153454,7.600076890809453,19.807388394369365,62071.32258670822,0.0,574795.654092709,127569.44363792235,15859.667843537516,988907.0914976146,583786.4514522676,0.0,0.0,24270821.078055162,5206170.7720935065,2352989.6311107595,18.783081896831636,2352989.6311107595,30097402.50768106
2023-03-27 13:00:00,11.147558148578923,19.999995377713518,23.00000002531604,19.956502861246772,9.464834813625787,19.64683146778368,53192.583470250815,0.0,569526.4457827617,126400.00199770443,15714.280708128357,1096568.1039532789,500281.10008930106,0.0,0.0,20799100.490931526,0.0,2361682.516001425,23.938659158810093,2361682.516001425,21299782.775957666
2023-03-27 14:00:00,11.392834485919666,19.999999999174673,23.00000002531604,19.919758750600078,11.16339194239932,19.317695588007435,39620.95214341479,0.0,569833.4513402057,126468.13843519839,15722.751555345993,1197289.0258861799,372638.6693735001,0.0,0.0,15492388.43866568,1942670.8822865174,2321572.9887338444,23.295810386142715,2321572.9887338444,18055469.97848459
2023-03-27 15:00:00,11.482800677202091,20.0,23.00000002531604,19.876195986730025,12.297001653450174,19.047839388746656,31769.049358320222,0.0,576522.8838415403,127952.78289340276,15907.325284770573,1208441.7841708087,298790.80738126824,0.0,0.0,12422176.30724057,0.0,2259384.632930111,19.391480395855062,2259384.632930111,12901089.797265572
2023-03-27 16:00:00,11.476698842830912,20.0,23.00000002531604,19.850692524666854,11.938298996051977,19.011870755648705,32265.35345207982,0.0,605342.0770956224,134348.87935540566,16702.499759862792,1572021.0466102117,303458.59265896084,0.0,0.0,12616238.675464131,5564.749794048011,2664138.4489321434,16.635839006710974,2664138.4489321434,13623167.995310463
2023-03-27 17:00:00,11.344855358155144,19.999998577815422,23.00000002531604,19.846992514960434,10.021691498892231,19.055152744529384,33970.01926551861,0.0,695138.0164190758,154278.08017464145,19180.134657113984,1997467.2799999677,319491.13014435564,0.0,0.0,13282788.65751188,1981710.1127838336,3219524.6606606734,9.618336170453643,3219524.660660673,16897158.39538096
2023-03-27 18:00:00,10.99835266659243,19.999997385854126,23.00000002531604,19.87310206510111,7.22331962491864,19.373721942453425,49794.190111318785,0.0,883549.8875973073,196093.98015552436,24378.764245541894,2365675.884081565,468318.90052639495,0.0,0.0,19470277.554183714,2768874.5766277798,3987811.6067176517,3.4337540018956414,3987811.6067176512,23512626.638377983
2023-03-27 19:00:00,10.639621509780488,19.999999129700182,23.00000002531604,19.91832157832212,4.552032900555527,19.599307517115488,52884.625329240414,0.0,1132675.0164932602,251384.50621151374,31252.584128548555,2325341.27934804,497384.7256792801,0.0,0.0,20678684.224151433,10105401.052230971,4290922.737189883,1.7416180452526508,4290922.737189883,31437149.126416504
2023-03-27 20:00:00,10.371596575503968,20.000001189838176,23.00000002531604,19.933395098003974,2.60221509519481,19.633473768517103,61025.431947925994,0.0,1294995.1254729773,287409.63243915496,35731.2940742746,2390846.0258996477,573949.7545820036,0.0,0.0,23861862.101457935,14420235.368866457,4643957.264415985,-0.7565365539637767,4643957.264415985,38663051.382844284
2023-03-27 21:00:00,10.138628105358597,20.000000000000004,23.00000002531604,19.971561785308833,1.1727571160975014,19.95537466843399,72886.19268260627,0.0,1241104.0051517012,275449.10318417795,34244.33908092022,2315805.2532267575,685501.2913025392,0.0,0.0,28499598.009838447,2345219.408139264,4624990.184628703,-4.128149845689738,4624990.184628703,31116927.35549192
2023-03-27 22:00:00,9.902779444204992,20.0,23.00000002531604,20.005373629677923,-0.009315333615238211,20.11150219801386,80929.3228592413,0.0,769445.3577635455,170769.76052405182,21230.41068767975,1998524.9998857263,761147.664357137,0.0,0.0,31644582.928629555,0.0,3802047.516077382,-9.147135733400807,3802047.516077382,31818733.28863865
2023-03-27 23:00:00,9.681464416765223,20.0,23.00000002531604,20.03069943684207,-0.9818237559913795,20.255057310507507,88501.3761549533,0.0,347014.79457298486,77016.03859145309,9574.77555638108,1710037.908156571,832363.51637215,0.0,0.0,34605369.69899358,0.0,3064508.409404493,-11.597665490735894,3064508.4094044934,34725098.07149983
2023-03-28 00:00:00,9.469313030663328,20.0,23.00000002531604,20.05373961021613,-1.8112740673561418,20.39051951748964,95518.17213248764,0.0,172307.65550116322,38241.750072962146,4754.284698725945,1403072.3780290554,898357.1226557463,0.0,0.0,37349042.50335593,1942068.54341392,2612251.3630901407,-14.477641834539385,2612251.3630901407,39367301.82927383
2023-03-28 01:00:00,9.259599494917348,20.0,23.00000002531604,20.073185083715387,-2.560606860746595,20.491030781347497,101082.8743832457,0.0,103384.59330069821,22945.05004377735,2852.5708192355755,1308639.4654259316,950693.6549701736,0.0,0.0,39524924.81184279,0.0,2489598.2089430625,-17.831625882924683,2489598.2089430625,39601115.59434678
2023-03-28 02:00:00,9.069159443655089,19.999999999999996,23.00000002531604,20.08639168806853,-3.2170017498489893,20.55597849330522,104938.80487178963,0.0,68923.06220046543,15296.700029184893,1901.7138794903824,1300400.0837803248,986959.0329764045,0.0,0.0,41032651.650531225,0.0,2478419.3977376595,-20.38627335327551,2478419.3977376595,41076189.24053349
2023-03-28 03:00:00,8.918380389345712,20.0,23.00000002531604,20.08267795049957,-3.7843398927197724,20.4478231769538,98357.76005907917,0.0,68923.06220046543,15296.700029184893,1901.7138794903824,1265504.8667167895,925063.7061498532,0.0,0.0,38459364.10807821,30847797.92097329,2375047.8090348626,-22.274849177758824,2375047.8090348626,69350699.61905377
2023-03-28 04:00:00,8.780689180260223,20.0,23.00000002531604,20.083411409649006,-4.279714100079456,20.587277962478684,109866.45820301169,0.0,75156.04894462692,16680.041474955426,2073.6934321047966,1174184.9664655344,1033304.0620871114,0.0,0.0,42959438.24622048,0.0,2411265.270607345,-23.67072004807346,2411265.270607345,43035629.02872446
2023-03-28 05:00:00,8.676932510185926,20.0,23.00000002531604,20.098643529337988,-4.477432345145714,20.59630892907842,109574.04898146375,0.0,202920.83258271168,45036.00110891805,5598.958482690299,1267642.1929107427,1030553.926683102,0.0,0.0,42845101.840904646,0.0,2661325.9607496285,-21.661640735357963,2661325.9607496285,42964830.21341091
2023-03-28 06:00:00,8.685289146338105,20.0,23.00000002531604,20.0906692921155,-3.998013010255642,20.49127345476941,101176.45216900976,0.0,476402.09923062666,105732.09855373575,13144.808942036809,1500804.2568621733,951573.7625820204,0.0,0.0,39561515.13408036,2174498.3487935704,3148833.478339603,-16.418158071340482,3148833.4783396027,42008123.42038814
2023-03-28 07:00:00,9.120494521904035,19.99999638445995,23.00000002531605,20.04185124192955,-1.4837856755389094,20.036626076167124,77323.08127201637,0.0,602874.5754524524,133801.2450621511,16634.416857381857,1647772.789856085,727230.6332459543,0.0,0.0,30234488.207262672,4958170.029091997,3205636.7417460405,-9.404442162355947,3205636.741746041,35649802.93137854
2023-03-28 08:00:00,9.886245080036486,19.999996836615033,23.000000025316044,19.964261630530988,2.963528752976979,19.585840697791326,60301.23957203791,0.0,629104.5385623607,139622.69095644198,17358.14971706749,1270054.8212783113,567138.6592215349,0.0,0.0,23578691.986035988,2494454.282808925,2683580.099307754,-6.749113264123157,2683580.099307754,26573828.553871058
2023-03-28 09:00:00,10.602841038545185,19.999999217070407,23.000000025316044,19.897539768547308,7.465365362769988,19.07389595826205,39117.150278789326,0.0,635417.1417543414,141023.70237915195,17532.326033711524,944672.8373784749,367900.3668768216,0.0,0.0,15295394.329219501,22170948.790593952,2145663.5247012908,-0.9677150054205406,2145663.5247012908,37988794.19984073
2023-03-28 10:00:00,11.256187935986254,19.999998374279972,23.00000002531605,19.836324196907025,11.686165166926658,18.825664327023556,31905.14000057103,0.0,617510.7842944177,137049.58733064847,17038.256742164245,963089.291150796,300070.7522866547,0.0,0.0,12475389.796027645,2167552.380331341,2066663.8118052525,5.622736731381998,2066663.8118052522,15100086.871382857
2023-03-28 11:00:00,11.705686771718772,19.999999142632593,23.00000002531604,19.79902885866723,15.45707864430696,18.59734027830868,25072.55740404783,0.0,592702.0115526327,131543.55868642582,16353.737135084793,1001159.5051922387,235809.68965653534,0.0,0.0,9803747.195379097,2800612.0524499314,2002641.0596269653,9.608726683227484,2002641.059626965,13148579.122857444
2023-03-28 12:00:00,11.89262911512035,19.999998323047866,23.00000002531604,19.774537137925716,18.234674453919514,18.51483155930727,22045.437344694994,0.0,574795.654092709,127569.44363792235,15859.667843537516,988907.0914976146,207339.34934598443,0.0,0.0,8620097.705073616,2055851.2094013998,1936516.643762463,12.415392085423694,1936516.643762463,11296359.572007408
2023-03-28 13:00:00,11.889071201997394,19.999999999925805,23.00000002531604,19.7573393512816,19.887734314948222,18.42499396599878,18021.303692804973,0.0,569526.4457827617,126400.00199770443,15714.280708128357,1096568.1039532789,169492.0052439661,0.0,0.0,7046600.898673715,0.0,1995722.1413786444,15.345059218081424,1995722.1413786442,7547283.183699857
2023-03-28 14:00:00,11.878332315694522,20.0,23.00000002531604,19.73707657179932,20.576885526395362,18.244946675147315,10889.120568717632,0.0,569833.4513402057,126468.13843519839,15722.751555345993,1197289.0258861799,102413.17232072024,0.0,0.0,4257809.983854118,4601550.71452377,2022615.6601063674,16.471812483930766,2022615.6601063674,9479771.355910283
2023-03-28 15:00:00,11.90361277901463,20.0,23.00000002531604,19.718872020181376,20.421614723755432,18.014783945005078,6319.598876437694,0.0,576522.8838415403,127952.78289340276,15907.325284770573,1208441.7841708087,59436.40394521437,0.0,0.0,2471058.2475641086,2044893.1941984259,1994580.7790121746,14.87605550945911,1994580.7790121748,4994864.93178754
2023-03-28 16:00:00,11.88667693033954,19.999999559617603,23.00000002531604,19.715585507148838,18.90624118756718,18.104573040845764,10875.847699228278,0.0,605342.0770956224,134348.87935540566,16702.499759862792,1572021.0466102117,102288.33977234084,0.0,0.0,4252620.092175582,6646139.344414866,2441578.6902926713,12.147144385291654,2441578.690292672,11900124.006642733
2023-03-28 17:00:00,11.5723941149814,19.99999979834892,23.00000002531604,19.735018752225756,14.383726565778467,18.408375210466634,23636.420249356,0.0,695138.0164190758,154278.08017464145,19180.134657113984,1997467.2799999677,222302.68870347636,0.0,0.0,9242195.959276766,656416.3491278026,3112002.620203631,-7.681850108599407,3112002.620203631,11531271.933489814
2023-03-28 18:00:00,10.768083494923848,19.999999017629044,23.00000002531604,19.814590821630148,8.757778652455764,19.162009117857917,50039.120210135145,0.0,883549.8875973073,196093.98015552436,24378.764245541894,2365675.884081565,470622.49044977897,0.0,0.0,19566048.908124145,2332095.4657424698,3990360.1267398517,-23.445881872540888,3990360.126739852,23171618.881433107
2023-03-28 19:00:00,10.194428099114214,19.999998909868903,23.00000002531604,19.89534376181503,4.59684978646175,19.492634656317893,53920.44777637793,0.0,1132675.0164932602,251384.50621151374,31252.584128548555,3172961.6589576853,507126.73028864374,0.0,0.0,21083706.38632607,2025284.9090181612,5149320.94385603,-21.003364539462147,5149320.94385603,23762055.14537833
2023-03-28 20:00:00,9.952114434464578,19.999997354893765,23.00000002531604,19.923681354057777,1.9655794677488412,19.615783039678803,60810.05249792016,0.0,1294995.1254729773,287409.63243915496,35731.2940742746,3801450.0088467053,571924.0912064728,0.0,0.0,23777645.495831735,6347222.792836329,6052320.204537504,-18.483904404958146,6052320.204537504,30505822.201187953
2023-03-28 21:00:00,9.816376128850566,19.9999999982939,23.00000002531604,19.960871139592687,0.2400863931434757,19.8530366528702,68367.76205717356,0.0,1241104.0051517012,275449.10318417795,34244.33908092022,2315805.2532267575,643005.0390715699,0.0,0.0,26732823.64941962,9695702.567968352,4577975.501772301,-18.773014146153237,4577975.501772301,36700636.15490218
2023-03-28 22:00:00,9.705068695441641,20.0,23.00000002531604,19.986747729619495,-0.9500753186874255,20.015688032851624,78227.755025137,0.0,769445.3577635455,170769.76052405182,21230.41068767975,1998524.9998857263,735739.172423906,0.0,0.0,30588229.256767955,0.0,3773937.4563100464,-18.192218107690614,3773937.4563100464,30762379.61677705
2023-03-28 23:00:00,9.635595890587128,20.0,23.00000002531604,20.01667433742317,-1.6325665619913765,20.1514627451097,82319.74247772114,0.0,347014.79457298486,77016.03859145309,9574.77555638108,1710037.908156571,774224.6877114899,0.0,0.0,32188257.92019109,2437238.2694957093,3000187.9470666004,-12.896723588731655,3000187.947066601,34745224.56219305
2023-03-29 00:00:00,9.612820487847678,20.0,23.00000002531604,20.030823760441937,-1.8811168271239405,20.22662576604301,86412.70285812451,0.0,172307.65550116322,38241.750072962146,4754.284698725945,1403072.3780290554,812719.35347397,0.0,0.0,33788667.01303054,1961644.3745116473,2517508.124634001,-13.625713836176036,2517508.124634001,35826502.170046166
2023-03-29 01:00:00,9.54874437767773,20.0,23.00000002531604,20.04321395791144,-2.116009133137919,20.2881212508543,89304.13925360078,0.0,103384.59330069821,22945.05004377735,2852.5708192355755,1308639.4654259316,839913.5765478711,0.0,0.0,34919262.149216816,2886732.1121917097,2367039.395391115,-14.4008782765811,2367039.395391115,37882185.0439125
2023-03-29 02:00:00,9.513191802014559,20.0,23.00000002531604,20.048047506970207,-2.137793379685703,20.287462912306584,88172.9899663336,0.0,68923.06220046543,15296.700029184893,1901.7138794903824,1300400.0837803248,829275.0143107927,0.0,0.0,34476965.75823077,6640040.421983578,2303969.5641665915,-11.736704843893746,2303969.5641665915,41160543.770216614
2023-03-29 03:00:00,9.575800983912876,20.0,23.00000002531604,20.03318531319905,-1.8716627917936857,20.116109039807018,79280.32015710266,0.0,68923.06220046543,15296.700029184893,1901.7138794903824,1265504.8667167895,745638.6435114483,0.0,0.0,30999798.06062665,29534935.342973344,2176545.306494481,-10.639515309037002,2176545.306494481,60578270.99360226
2023-03-29 04:00:00,9.576128221998202,20.0,23.00000002531604,20.024880272524445,-1.7121747677132404,20.217723820625398,88967.16850422556,0.0,75156.04894462692,16680.041474955426,2073.6934321047966,1174184.9664655344,836744.3359094721,0.0,0.0,34787501.5160323,0.0,2193806.254730919,-11.419608872811173,2193806.254730919,34863692.298536286
2023-03-29 05:00:00,9.585246421235675,20.0,23.00000002531604,20.036653631425654,-1.3485345291770798,20.1575452320947,81913.61719316573,0.0,202920.83258271168,45036.00110891805,5598.958482690299,1267642.1929107427,770405.042361023,0.0,0.0,32029456.823228,15478839.44860227,2373516.6446392513,-9.405780276893449,2373516.6446392513,47628024.64433652
2023-03-29 06:00:00,9.700427840354209,20.0,23.00000002531604,20.01113490237928,-0.40994012592527884,20.021261444202363,75732.90307295792,0.0,476402.09923062666,105732.09855373575,13144.808942036809,1500804.2568621733,712274.8622180645,0.0,0.0,29612704.605058007,2323386.6714676665,2884091.028879595,0.24624822267401325,2884091.028879595,32208201.21403988
2023-03-29 07:00:00,10.221250053929063,20.00000054843477,23.000000025316044,19.973734512915886,2.2538964721463386,19.577606870897277,47898.93635029967,0.0,602874.5754524524,133801.2450621511,16634.416857381857,1647772.789856085,450493.86600741354,0.0,0.0,18729204.816979688,17674372.526061855,2899475.8295857836,12.941856038734926,2899475.8295857836,36860722.03806541
2023-03-29 08:00:00,11.432969582506372,19.999999786618236,23.00000002531604,19.887763646817458,7.471008021901739,18.988360462728952,33402.85191193831,0.0,629104.5385623607,139622.69095644198,17358.14971706749,1270054.8212783113,314156.8694434709,0.0,0.0,13061017.68846523,3464985.4985997328,2403699.921869591,19.37679203223604,2403699.921869591,17026685.47209111
2023-03-29 09:00:00,12.553304286548356,19.99999994113435,23.00000002531604,19.82652108011733,13.914408506780632,18.56155780724375,16745.41357134428,0.0,635417.1417543414,141023.70237915195,17532.326033711524,944672.8373784749,157492.14225715678,0.0,0.0,6547708.663697207,2316521.5547822122,1912883.5633741808,20.067228307166165,1912883.5633741808,9386681.2985067
2023-03-29 10:00:00,13.191853676233594,19.999999863108417,23.000000025316037,19.78179671228813,18.67776689408669,18.263337631728994,10399.494463833906,0.0,617510.7842944177,137049.58733064847,17038.256742164245,963089.291150796,97808.19413761201,0.0,0.0,4066358.809760355,1943140.9976858315,1842895.6081194724,23.30331563510454,1842895.6081194724,6466644.502470056
2023-03-29 11:00:00,13.365993081824096,19.999999938210383,23.000000025316044,19.751557485494953,21.804304892448474,17.957691908438054,3258.95475956646,0.0,592702.0115526327,131543.55868642582,16353.737135084793,1001159.5051922387,30650.766815434094,0.0,0.0,1274300.3463543325,0.0,1775668.5341413824,25.553108743217898,1775668.5341413827,1818520.2213827493
2023-03-29 12:00:00,13.448699554280942,19.99999998948897,23.00000002531604,19.740098442873094,23.819704016007083,17.864257989387816,3521.859614848787,0.0,574795.654092709,127569.44363792235,15859.667843537516,988907.0914976146,33123.41096314729,0.0,0.0,1377100.1005273773,1943827.7891859713,1743777.1276497794,26.75335113092818,1743777.1276497797,3941338.5472457423
2023-03-29 13:00:00,13.240172462975627,20.0,23.00000002531604,19.72687036457721,23.149227328111895,17.843259159037814,1219.7038587841823,0.0,569526.4457827617,126400.00199770443,15714.280708128357,1096568.1039532789,11471.426060683474,0.0,0.0,476922.560871991,1943765.054266565,1820899.9623613404,28.887034810249716,1820899.9623613409,2921369.900164698
2023-03-29 14:00:00,13.164180715531964,20.00000000098414,23.00000002531604,19.726024272922103,22.291213701264244,17.856797491792204,3908.9426796084763,0.0,569833.4513402057,126468.13843519839,15722.751555345993,1197289.0258861799,36763.96249928802,0.0,0.0,1528455.4030344877,0.0,1949986.272395826,29.834304316509407,1949986.272395826,2148866.0605668817
2023-03-29 15:00:00,13.050228802693729,20.00000005178264,23.00000002531604,19.72161396751725,19.910444756335213,18.09787826093603,7640.845245058099,0.0,576522.8838415403,127952.78289340276,15907.325284770573,1208441.7841708087,71862.84657423402,0.0,0.0,2987685.4576258906,2218073.268824705,2008328.4680098149,30.98962740168477,2008328.4680098146,5684672.216475601
2023-03-29 16:00:00,12.9205604721216,20.000000301705274,23.00000002531604,19.728434648866557,17.381022629881794,18.346184128612425,14310.69419645938,0.0,605342.0770956224,134348.87935540566,16702.499759862792,1572021.0466102117,134593.38442642702,0.0,0.0,5595696.754484892,0.0,2477318.5814439887,30.4941179267846,2477318.581443989,6597061.324537177
2023-03-29 17:00:00,12.660868564646513,20.000000840926145,23.00000002531604,19.735259931468406,14.582363995988507,18.416419168281177,14920.26147734356,0.0,695138.0164190758,154278.08017464145,19180.134657113984,1997467.2799999677,140326.42031158446,0.0,0.0,5834046.733071373,1943447.406903507,3021310.193039727,25.079071551751788,3021310.193039727,9410153.765060129
2023-03-29 18:00:00,12.231267796781514,20.000000505690533,23.000000025316044,19.774597814831946,11.301319918530922,18.790087179913446,34203.70117929452,0.0,883549.8875973073,196093.98015552436,24378.764245541894,2365675.884081565,321688.9298613061,0.0,0.0,13374161.801857397,2342511.207547608,3825591.1471205386,9.663594279605356,3825591.147120538,16990147.5169715
2023-03-29 19:00:00,11.659319449586098,20.000000826310316,23.00000002531604,19.830319822844086,8.12250530778985,19.114634810369676,38332.48763952529,0.0,1132675.0164932602,251384.50621151374,31252.584128548555,2325341.27934804,360520.54317283607,0.0,0.0,14988579.43096099,3607109.64852731,4139506.4169937237,5.957950414599963,4139506.416993724,19248752.9295224
2023-03-29 20:00:00,11.40391687126216,20.000000508251503,23.00000002531604,19.859068824482495,6.230168363407394,19.234927857713675,44239.29087380245,0.0,1294995.1254729773,287409.63243915496,35731.2940742746,2390846.0258996477,416074.56644579675,0.0,0.0,17298228.3713739,1942852.2041243098,4469295.935205654,9.38001691838079,4469295.935205654,19622034.4880181
2023-03-29 21:00:00,11.144028318059059,20.000001106938893,23.000000025316044,19.893893980545254,4.259303104040299,19.466262427584894,56358.85188120966,0.0,1241104.0051517012,275449.10318417795,34244.33908092022,2315805.2532267575,530060.1433406669,0.0,0.0,22037159.08038932,0.0,4453021.695865435,0.021044614210389057,4453021.695865434,22309269.01790353
2023-03-29 22:00:00,10.731295572053776,20.00000000028266,23.00000002531604,19.94124768727711,2.307274916988527,19.770830416823404,66662.26317240522,0.0,769445.3577635455,170769.76052405182,21230.41068767975,1998524.9998857263,626964.666474323,0.0,0.0,26065947.92394734,1942438.9242334804,3653597.4585077316,-4.390346026891388,3653597.458507732,28182537.208189916
2023-03-29 23:00:00,10.576891231334507,20.0,23.00000002531604,19.972395123430164,1.1522019133723043,19.882547850273486,68477.76876217138,0.0,347014.79457298486,77016.03859145309,9574.77555638108,1710037.908156571,644039.6621675562,0.0,0.0,26775837.926272813,0.0,2856160.9478071174,4.569093885552791,2856160.9478071174,26895566.298779063
2023-03-30 00:00:00,10.668261741620796,20.0,23.00000002531604,19.98157879489059,1.2226663842305405,19.90386808658559,69451.18307378929,0.0,172307.65550116322,38241.750072962146,4754.284698725945,1403072.3780290554,653194.7125691075,0.0,0.0,27156457.56844483,1942375.8769824519,2341021.963944804,12.1207416661208,2341021.9639448035,29175024.227931257
2023-03-30 01:00:00,10.733241220978085,20.0,23.00000002531604,19.988479879315946,1.7072747985508403,19.948398825538572,71292.49210952545,0.0,103384.59330069821,22945.05004377735,2852.5708192355755,1308639.4654259316,670512.3920256365,0.0,0.0,27876437.10639217,0.0,2179626.563724805,13.961063308620414,2179626.5637248047,27952627.88889615
2023-03-30 02:00:00,10.717220873166626,19.999999999999996,23.00000002531604,19.99310909026566,2.009122102903912,19.96512425531044,72329.98485905908,0.0,68923.06220046543,15296.700029184893,1901.7138794903824,1300400.0837803248,680270.105981411,0.0,0.0,28282112.381935634,0.0,2139121.6507299356,13.9596484264911,2139121.6507299356,28325649.971937906
2023-03-30 03:00:00,10.663786195876588,20.0,23.00000002531604,19.99492278338817,2.1739786945646298,19.976095730526865,73731.35000752343,0.0,68923.06220046543,15296.700029184893,1901.7138794903824,1265504.8667167895,693450.073043786,0.0,0.0,28830067.24041135,1956019.8317390606,2118807.7658772394,12.051901706336073,2118807.7658772394,30829624.66215268
2023-03-30 04:00:00,10.563667074858321,20.0,23.00000002531604,19.998983885036,2.0784389932556957,20.0088757101073,75858.55681232903,0.0,75156.04894462692,16680.041474955426,2073.6934321047966,1174184.9664655344,713456.6470997494,0.0,0.0,29661837.107781857,0.0,2057409.9542293001,8.781602293504847,2057409.9542293,29738027.890285835
2023-03-30 05:00:00,10.464552514654576,20.0,23.00000002531604,20.002404239943655,1.8123756514423437,20.01117617348615,75579.92312595918,0.0,202920.83258271168,45036.00110891805,5598.958482690299,1267642.1929107427,710836.0718607784,0.0,0.0,29552887.14399215,0.0,2307613.9800718008,8.88550716161054,2307613.9800718003,29672615.516498394
2023-03-30 06:00:00,10.466321497286899,20.0,23.00000002531604,19.995735686429445,1.88256420871618,19.9134797476806,68021.00504837214,0.0,476402.09923062666,105732.09855373575,13144.808942036809,1500804.2568621733,639743.7577705053,0.0,0.0,26597236.44155202,1942368.435683469,2803848.02640745,14.139039247192091,2803848.02640745,28811714.8147497
2023-03-30 07:00:00,10.8698711793122,20.00000287640506,23.00000002531605,19.952632252730535,4.031274276632773,19.421269366973892,41964.2739571851,0.0,602874.5754524524,133801.2450621511,16634.416857381857,1647772.789856085,394677.82480410475,0.0,0.0,16408662.526282784,17904777.13356696,2837725.1259893603,19.80194311606406,2837725.1259893603,34770584.35487361
2023-03-30 08:00:00,11.858449330290776,20.00000019809556,23.000000025316044,19.881231224164043,8.675605967804085,19.01055393772863,32163.12042984015,0.0,629104.5385623607,139622.69095644198,17358.14971706749,1270054.8212783113,302497.08175847755,0.0,0.0,12576264.025534905,5455922.022628017,2390800.402702499,22.23744294940061,2390800.402702499,18532868.333189063
2023-03-30 09:00:00,12.327794296185765,19.9999999726882,23.00000002531604,19.84426170235154,11.625349704425993,18.963924180422918,33969.68497732574,0.0,635417.1417543414,141023.70237915195,17532.326033711524,944672.8373784749,319487.98613340576,0.0,0.0,13282657.94579865,2630869.4878224554,2092103.6786564114,24.658910826803073,2092103.6786564114,16435978.513648387
2023-03-30 10:00:00,12.320705180836564,20.000000087660357,23.00000002531604,19.827280528731748,13.14693903673041,18.83917677671631,24773.69214777135,0.0,617510.7842944177,137049.58733064847,17038.256742164245,963089.291150796,232998.83465694528,0.0,0.0,9686886.383344673,0.0,1992460.4463227433,29.243039132112052,1992460.4463227433,10144031.07836854
2023-03-30 11:00:00,12.77995033957665,20.000000077102257,23.00000002531604,19.79540556828238,17.095508883473414,18.506150217529118,15008.934775708314,0.0,592702.0115526327,131543.55868642582,16353.737135084793,1001159.5051922387,141160.4007720236,0.0,0.0,5868719.3269412,1943273.9310422807,1897928.1481141138,32.57049809032689,1897928.1481141138,8356213.133011898
2023-03-30 12:00:00,13.12174415762413,20.000000040950393,23.00000002531604,19.770598732354635,20.689977365940155,18.378785128176645,12759.19231431002,0.0,574795.654092709,127569.44363792235,15859.667843537516,988907.0914976146,120001.36768735654,0.0,0.0,4989036.174128955,0.0,1839892.41707345,34.07096589146801,1839892.4170734503,5609446.831661349
2023-03-30 13:00:00,13.106025146560425,20.0,23.00000002531604,19.752794240025583,21.27739108407144,18.329677371155988,10253.468233850497,0.0,569526.4457827617,126400.00199770443,15714.280708128357,1096568.1039532789,96434.80412321555,0.0,0.0,4009260.3566755294,1943452.2745376886,1914897.1047989393,35.58826197996423,1914897.104798939,6453394.91623936
